old_field_name,semantic_field_name,field_type,pages_0_indexed,rect_first_occurrence
f1_30[0],line13_feb_col_f_net_premium_credit,text,"0","[496.800, 324.000, 576.000, 335.999]"
f1_31[0],line14_mar_col_a_enrollment_premiums,text,"0","[108.000, 312.001, 179.250, 324.000]"
f1_32[0],line14_mar_col_b_applicable_slcsp_premium,text,"0","[180.000, 312.001, 258.450, 324.000]"
f1_33[0],line14_mar_col_c_advance_credit_payments,text,"0","[259.200, 312.001, 337.650, 324.000]"
f1_34[0],line14_mar_col_d_maximum_premium_assistance,text,"0","[338.400, 312.001, 416.850, 324.000]"
f1_35[0],line14_mar_col_e_credit_claimed,text,"0","[417.600, 312.001, 496.050, 324.000]"
f1_36[0],line14_mar_col_f_net_premium_credit,text,"0","[496.800, 312.001, 576.000, 324.000]"
f1_37[0],line15_apr_col_a_enrollment_premiums,text,"0","[108.000, 300.002, 179.250, 312.001]"
f1_38[0],line15_apr_col_b_applicable_slcsp_premium,text,"0","[180.000, 300.002, 258.450, 312.001]"
f1_39[0],line15_apr_col_c_advance_credit_payments,text,"0","[259.200, 300.002, 337.650, 312.001]"
f1_40[0],line15_apr_col_d_maximum_premium_assistance,text,"0","[338.400, 300.002, 416.850, 312.001]"
f1_41[0],line15_apr_col_e_credit_claimed,text,"0","[417.600, 300.002, 496.050, 312.001]"
f1_42[0],line15_apr_col_f_net_premium_credit,text,"0","[496.800, 300.002, 576.000, 312.001]"
f1_43[0],line16_may_col_a_enrollment_premiums,text,"0","[108.000, 288.003, 179.250, 300.002]"
f1_44[0],line16_may_col_b_applicable_slcsp_premium,text,"0","[180.000, 288.003, 258.450, 300.002]"
f1_45[0],line16_may_col_c_advance_credit_payments,text,"0","[259.200, 288.003, 337.650, 300.002]"
f1_46[0],line16_may_col_d_maximum_premium_assistance,text,"0","[338.400, 288.003, 416.850, 300.002]"
f1_47[0],line16_may_col_e_credit_claimed,text,"0","[417.600, 288.003, 496.050, 300.002]"
f1_48[0],line16_may_col_f_net_premium_credit,text,"0","[496.800, 288.003, 576.000, 300.002]"
f1_49[0],line17_jun_col_a_enrollment_premiums,text,"0","[108.000, 276.004, 179.250, 288.003]"
f1_50[0],line17_jun_col_b_applicable_slcsp_premium,text,"0","[180.000, 276.004, 258.450, 288.003]"
f1_51[0],line17_jun_col_c_advance_credit_payments,text,"0","[259.200, 276.004, 337.650, 288.003]"
f1_52[0],line17_jun_col_d_maximum_premium_assistance,text,"0","[338.400, 276.004, 416.850, 288.003]"
f1_53[0],line17_jun_col_e_credit_claimed,text,"0","[417.600, 276.004, 496.050, 288.003]"
f1_54[0],line17_jun_col_f_net_premium_credit,text,"0","[496.800, 276.004, 576.000, 288.003]"
f1_55[0],line18_jul_col_a_enrollment_premiums,text,"0","[108.000, 264.005, 179.250, 276.004]"
f1_56[0],line18_jul_col_b_applicable_slcsp_premium,text,"0","[180.000, 264.005, 258.450, 276.004]"
f1_57[0],line18_jul_col_c_advance_credit_payments,text,"0","[259.200, 264.005, 337.650, 276.004]"
f1_58[0],line18_jul_col_d_maximum_premium_assistance,text,"0","[338.400, 264.005, 416.850, 276.004]"
f1_59[0],line18_jul_col_e_credit_claimed,text,"0","[417.600, 264.005, 496.050, 276.004]"
f1_60[0],line18_jul_col_f_net_premium_credit,text,"0","[496.800, 264.005, 576.000, 276.004]"
f1_61[0],line19_aug_col_a_enrollment_premiums,text,"0","[108.000, 252.006, 179.250, 264.005]"
f1_62[0],line19_aug_col_b_applicable_slcsp_premium,text,"0","[180.000, 252.006, 258.450, 264.005]"
f1_63[0],line19_aug_col_c_advance_credit_payments,text,"0","[259.200, 252.006, 337.650, 264.005]"
f1_64[0],line19_aug_col_d_maximum_premium_assistance,text,"0","[338.400, 252.006, 416.850, 264.005]"
f1_65[0],line19_aug_col_e_credit_claimed,text,"0","[417.600, 252.006, 496.050, 264.005]"
f1_66[0],line19_aug_col_f_net_premium_credit,text,"0","[496.800, 252.006, 576.000, 264.005]"
f1_67[0],line20_sep_col_a_enrollment_premiums,text,"0","[108.000, 240.007, 179.250, 252.006]"
f1_68[0],line20_sep_col_b_applicable_slcsp_premium,text,"0","[180.000, 240.007, 258.450, 252.006]"
f1_69[0],line20_sep_col_c_advance_credit_payments,text,"0","[259.200, 240.007, 337.650, 252.006]"
f1_70[0],line20_sep_col_d_maximum_premium_assistance,text,"0","[338.400, 240.007, 416.850, 252.006]"
f1_71[0],line20_sep_col_e_credit_claimed,text,"0","[417.600, 240.007, 496.050, 252.006]"
f1_72[0],line20_sep_col_f_net_premium_credit,text,"0","[496.800, 240.007, 576.000, 252.006]"
f1_73[0],line21_oct_col_a_enrollment_premiums,text,"0","[108.000, 228.008, 179.250, 240.007]"
f1_74[0],line21_oct_col_b_applicable_slcsp_premium,text,"0","[180.000, 228.008, 258.450, 240.007]"
f1_75[0],line21_oct_col_c_advance_credit_payments,text,"0","[259.200, 228.008, 337.650, 240.007]"
f1_76[0],line21_oct_col_d_maximum_premium_assistance,text,"0","[338.400, 228.008, 416.850, 240.007]"
f1_77[0],line21_oct_col_e_credit_claimed,text,"0","[417.600, 228.008, 496.050, 240.007]"
f1_78[0],line21_oct_col_f_net_premium_credit,text,"0","[496.800, 228.008, 576.000, 240.007]"
f1_79[0],line22_nov_col_a_enrollment_premiums,text,"0","[108.000, 216.009, 179.250, 228.008]"
f1_80[0],line22_nov_col_b_applicable_slcsp_premium,text,"0","[180.000, 216.009, 258.450, 228.008]"
f1_81[0],line22_nov_col_c_advance_credit_payments,text,"0","[259.200, 216.009, 337.650, 228.008]"
f1_82[0],line22_nov_col_d_maximum_premium_assistance,text,"0","[338.400, 216.009, 416.850, 228.008]"
f1_83[0],line22_nov_col_e_credit_claimed,text,"0","[417.600, 216.009, 496.050, 228.008]"
f1_84[0],line22_nov_col_f_net_premium_credit,text,"0","[496.800, 216.009, 576.000, 228.008]"
f1_85[0],line23_dec_col_a_enrollment_premiums,text,"0","[108.000, 204.010, 179.250, 216.009]"
f1_86[0],line23_dec_col_b_applicable_slcsp_premium,text,"0","[180.000, 204.010, 258.450, 216.009]"
f1_87[0],line23_dec_col_c_advance_credit_payments,text,"0","[259.200, 204.010, 337.650, 216.009]"
f1_88[0],line23_dec_col_d_maximum_premium_assistance,text,"0","[338.400, 204.010, 416.850, 216.009]"
f1_89[0],line23_dec_col_e_credit_claimed,text,"0","[417.600, 204.010, 496.050, 216.009]"
f1_90[0],line23_dec_col_f_net_premium_credit,text,"0","[496.800, 204.010, 576.000, 216.009]"
f1_91[0],line24_total_premium_tax_credit,text,"0","[504.000, 180.000, 576.000, 191.999]"
f1_92[0],line25_advance_payment_of_ptc,text,"0","[504.000, 155.999, 576.000, 167.998]"
f1_93[0],line26_net_premium_tax_credit,text,"0","[504.000, 119.999, 576.000, 131.998]"
f1_94[0],line27_excess_advance_payment,text,"0","[504.000, 95.998, 576.000, 107.997]"
f1_95[0],line28_repayment_limitation,text,"0","[504.000, 83.999, 576.000, 95.998]"
f1_96[0],line29_repayment_amount,text,"0","[504.000, 71.997, 576.000, 83.996]"
f2_1[0],line30a_policy_number_01,text,"1","[64.800, 684.000, 216.000, 698.001]"
f2_2[0],line30b_other_taxpayer_ssn_01,text,"1","[216.000, 684.000, 360.000, 698.001]"
f2_3[0],line30c_premium_allocation_pct_01,text,"1","[361.000, 684.000, 467.250, 698.001]"
f2_4[0],line30d_slcsp_allocation_pct_01,text,"1","[469.000, 684.000, 576.000, 698.001]"
f2_5[0],line30e_advance_payment_allocation_pct_01,text,"1","[165.600, 636.001, 301.650, 648.000]"
f2_6[0],line30f_allocation_start_month_01,text,"1","[302.400, 636.001, 438.450, 648.000]"
f2_7[0],line30g_allocation_stop_month_01,text,"1","[439.200, 636.001, 576.000, 648.000]"
f2_8[0],line31a_policy_number_02,text,"1","[64.800, 599.998, 216.000, 613.999]"
f2_9[0],line31b_other_taxpayer_ssn_02,text,"1","[216.000, 599.998, 360.000, 613.999]"
f2_10[0],line31c_premium_allocation_pct_02,text,"1","[361.000, 599.998, 467.250, 613.999]"
f2_11[0],line31d_slcsp_allocation_pct_02,text,"1","[469.000, 599.998, 576.000, 613.999]"
f2_12[0],line31e_advance_payment_allocation_pct_02,text,"1","[165.600, 552.002, 301.650, 564.001]"
f2_13[0],line31f_allocation_start_month_02,text,"1","[302.400, 552.002, 438.450, 564.001]"
f2_14[0],line31g_allocation_stop_month_02,text,"1","[439.200, 552.002, 576.000, 564.001]"
f2_15[0],line32a_policy_number_03,text,"1","[64.800, 515.999, 216.000, 530.000]"
f2_16[0],line32b_other_taxpayer_ssn_03,text,"1","[216.000, 515.999, 360.000, 530.000]"
f2_17[0],line32c_premium_allocation_pct_03,text,"1","[361.000, 515.999, 467.250, 530.000]"
f2_18[0],line32d_slcsp_allocation_pct_03,text,"1","[469.000, 515.999, 576.000, 530.000]"
f2_19[0],line32e_advance_payment_allocation_pct_03,text,"1","[165.600, 468.000, 301.650, 479.999]"
f2_20[0],line32f_allocation_start_month_03,text,"1","[302.400, 468.000, 438.450, 479.999]"
f2_21[0],line32g_allocation_stop_month_03,text,"1","[439.200, 468.000, 576.000, 479.999]"
f2_22[0],line33a_policy_number_04,text,"1","[64.800, 432.000, 216.000, 446.001]"
f2_23[0],line33b_other_taxpayer_ssn_04,text,"1","[216.000, 432.000, 360.000, 446.001]"
f2_24[0],line33c_premium_allocation_pct_04,text,"1","[361.000, 432.000, 467.250, 446.001]"
f2_25[0],line33d_slcsp_allocation_pct_04,text,"1","[469.000, 432.000, 576.000, 446.001]"
f2_26[0],line33e_advance_payment_allocation_pct_04,text,"1","[165.600, 384.001, 301.650, 396.000]"
f2_27[0],line33f_allocation_start_month_04,text,"1","[302.400, 384.001, 438.450, 396.000]"
f2_28[0],line33g_allocation_stop_month_04,text,"1","[439.200, 384.001, 576.000, 396.000]"
f2_29[0],line35a_alternative_calculation_months_taxpayer,text,"1","[144.000, 240.001, 244.800, 266.001]"
f2_30[0],line35b_months_in_coverage_taxpayer,text,"1","[244.800, 240.001, 344.850, 252.001]"
f2_31[0],line35c_alternative_calculation_months_spouse,text,"1","[346.600, 240.001, 460.050, 266.001]"
f2_32[0],line35d_months_in_coverage_spouse,text,"1","[461.800, 240.001, 576.000, 266.001]"
f2_33[0],line35e_monthly_contribution_taxpayer,text,"1","[144.000, 204.001, 244.800, 230.001]"
f2_34[0],line35f_monthly_slcsp_premium_taxpayer,text,"1","[244.800, 204.001, 344.850, 216.001]"
f2_35[0],line35g_monthly_contribution_spouse,text,"1","[346.600, 204.001, 460.050, 230.001]"
f2_36[0],line35h_monthly_slcsp_premium_spouse,text,"1","[461.800, 204.001, 576.000, 230.001]"
