page,old_full_name,new_full_name,new_leaf_name,tooltip_label,type,rect
2,topmostSubform[0].Page2[0].c2_5[0],topmostSubform[0].Page2[0].line13c_line4_more_than_part_iv_limits_yes,line13c_line4_more_than_part_iv_limits_yes,Line13c Line4 More Than Part Iv Limits Yes,CheckBox,"(65.799, 392.002, 73.799, 400.002)"
2,topmostSubform[0].Page2[0].c2_5[1],topmostSubform[0].Page2[0].line13c_line4_more_than_part_iv_limits_no,line13c_line4_more_than_part_iv_limits_no,Line13c Line4 More Than Part Iv Limits No,CheckBox,"(65.799, 368.001, 73.799, 376.001)"
2,topmostSubform[0].Page2[0].c2_6[0],topmostSubform[0].Page2[0].line13d_claimed_prior_owned_credit_in_3_year_period_yes,line13d_claimed_prior_owned_credit_in_3_year_period_yes,Line13d Claimed Prior Owned Credit In 3 Year Period Yes,CheckBox,"(65.799, 314.001, 73.799, 322.001)"
2,topmostSubform[0].Page2[0].c2_6[1],topmostSubform[0].Page2[0].line13d_claimed_prior_owned_credit_in_3_year_period_no,line13d_claimed_prior_owned_credit_in_3_year_period_no,Line13d Claimed Prior Owned Credit In 3 Year Period No,CheckBox,"(65.799, 290, 73.799, 298)"
2,topmostSubform[0].Page2[0].c2_7[0],topmostSubform[0].Page2[0].line13e_sales_price_more_than_25000_yes,line13e_sales_price_more_than_25000_yes,Line13e Sales Price More Than 25000 Yes,CheckBox,"(65.799, 260.001, 73.799, 268.001)"
2,topmostSubform[0].Page2[0].c2_7[1],topmostSubform[0].Page2[0].line13e_sales_price_more_than_25000_no,line13e_sales_price_more_than_25000_no,Line13e Sales Price More Than 25000 No,CheckBox,"(65.799, 248.002, 73.799, 256.002)"
2,topmostSubform[0].Page2[0].c2_8[0],topmostSubform[0].Page2[0].line13f_acquired_for_use_not_resale_yes,line13f_acquired_for_use_not_resale_yes,Line13f Acquired For Use Not Resale Yes,CheckBox,"(65.799, 218, 73.799, 226)"
2,topmostSubform[0].Page2[0].c2_8[1],topmostSubform[0].Page2[0].line13f_acquired_for_use_not_resale_no,line13f_acquired_for_use_not_resale_no,Line13f Acquired For Use Not Resale No,CheckBox,"(65.799, 206.001, 73.799, 214.001)"
2,topmostSubform[0].Page2[0].c2_9[0],topmostSubform[0].Page2[0].line13g_can_be_claimed_as_dependent_yes,line13g_can_be_claimed_as_dependent_yes,Line13g Can Be Claimed As Dependent Yes,CheckBox,"(65.799, 176.002, 73.799, 184.002)"
2,topmostSubform[0].Page2[0].c2_9[1],topmostSubform[0].Page2[0].line13g_can_be_claimed_as_dependent_no,line13g_can_be_claimed_as_dependent_no,Line13g Can Be Claimed As Dependent No,CheckBox,"(65.799, 164, 73.799, 172)"
2,topmostSubform[0].Page2[0].f2_1[0],topmostSubform[0].Page2[0].line9_tentative_credit_amount,line9_tentative_credit_amount,Line9 Tentative Credit Amount,Text,"(468, 642.002, 576, 654.001)"
2,topmostSubform[0].Page2[0].f2_2[0],topmostSubform[0].Page2[0].line10_business_investment_use_percentage,line10_business_investment_use_percentage,Line10 Business Investment Use Percentage,Text,"(468, 618.001, 561.6, 630)"
2,topmostSubform[0].Page2[0].f2_3[0],topmostSubform[0].Page2[0].line11_multiply_line9_by_line10,line11_multiply_line9_by_line10,Line11 Multiply Line9 By Line10,Text,"(468, 594, 576, 605.999)"
2,topmostSubform[0].Page2[0].f2_4[0],topmostSubform[0].Page2[0].line12_subtract_line11_from_line9,line12_subtract_line11_from_line9,Line12 Subtract Line11 From Line9,Text,"(468, 558, 576, 569.999)"
2,topmostSubform[0].Page2[0].f2_5[0],topmostSubform[0].Page2[0].line14_sales_price_of_vehicle,line14_sales_price_of_vehicle,Line14 Sales Price Of Vehicle,Text,"(468, 138.002, 576, 150.001)"
2,topmostSubform[0].Page2[0].f2_6[0],topmostSubform[0].Page2[0].line15_multiply_line14_by_30_percent,line15_multiply_line14_by_30_percent,Line15 Multiply Line14 By 30 Percent,Text,"(468, 114.001, 576, 126)"
2,topmostSubform[0].Page2[0].f2_7[0],topmostSubform[0].Page2[0].line16_maximum_vehicle_credit_amount,line16_maximum_vehicle_credit_amount,Line16 Maximum Vehicle Credit Amount,Text,"(575, 90, 576, 101.999)"
2,topmostSubform[0].Page2[0].f2_8[0],topmostSubform[0].Page2[0].line17_smaller_of_line15_or_line16,line17_smaller_of_line15_or_line16,Line17 Smaller Of Line15 Or Line16,Text,"(468, 66.002, 576, 78.001)"
3,topmostSubform[0].Page3[0].c3_1[0],topmostSubform[0].Page3[0].line18b_subject_to_depreciation_allowance_yes,line18b_subject_to_depreciation_allowance_yes,Line18b Subject To Depreciation Allowance Yes,CheckBox,"(65.799, 674.001, 73.799, 682.001)"
3,topmostSubform[0].Page3[0].c3_1[1],topmostSubform[0].Page3[0].line18b_subject_to_depreciation_allowance_no,line18b_subject_to_depreciation_allowance_no,Line18b Subject To Depreciation Allowance No,CheckBox,"(65.799, 662.002, 73.799, 670.002)"
3,topmostSubform[0].Page3[0].c3_2[0],topmostSubform[0].Page3[0].line18c_acquired_for_use_or_lease_not_resale_yes,line18c_acquired_for_use_or_lease_not_resale_yes,Line18c Acquired For Use Or Lease Not Resale Yes,CheckBox,"(65.799, 620.001, 73.799, 628.001)"
3,topmostSubform[0].Page3[0].c3_2[1],topmostSubform[0].Page3[0].line18c_acquired_for_use_or_lease_not_resale_no,line18c_acquired_for_use_or_lease_not_resale_no,Line18c Acquired For Use Or Lease Not Resale No,CheckBox,"(65.799, 608.002, 73.799, 616.002)"
3,topmostSubform[0].Page3[0].c3_3[0],topmostSubform[0].Page3[0].line18d_also_powered_by_gas_or_diesel_yes,line18d_also_powered_by_gas_or_diesel_yes,Line18d Also Powered By Gas Or Diesel Yes,CheckBox,"(65.799, 566.001, 73.799, 574.001)"
3,topmostSubform[0].Page3[0].c3_3[1],topmostSubform[0].Page3[0].line18d_also_powered_by_gas_or_diesel_no,line18d_also_powered_by_gas_or_diesel_no,Line18d Also Powered By Gas Or Diesel No,CheckBox,"(65.799, 554.002, 73.799, 562.002)"
3,topmostSubform[0].Page3[0].f3_1[0],topmostSubform[0].Page3[0].line18a_elective_payment_registration_number,line18a_elective_payment_registration_number,Line18a Elective Payment Registration Number,Text,"(446.4, 714.002, 576, 726.001)"
3,topmostSubform[0].Page3[0].f3_2[0],topmostSubform[0].Page3[0].line18e_gross_vehicle_weight_rating,line18e_gross_vehicle_weight_rating,Line18e Gross Vehicle Weight Rating,Text,"(446.4, 534.002, 576, 546.001)"
3,topmostSubform[0].Page3[0].f3_3[0],topmostSubform[0].Page3[0].line19_cost_or_other_basis_of_vehicle,line19_cost_or_other_basis_of_vehicle,Line19 Cost Or Other Basis Of Vehicle,Text,"(468, 504, 576, 515.999)"
3,topmostSubform[0].Page3[0].f3_4[0],topmostSubform[0].Page3[0].line20_section_179_expense_deduction,line20_section_179_expense_deduction,Line20 Section 179 Expense Deduction,Text,"(468, 480.002, 576, 492.001)"
3,topmostSubform[0].Page3[0].f3_5[0],topmostSubform[0].Page3[0].line21_subtract_line20_from_line19,line21_subtract_line20_from_line19,Line21 Subtract Line20 From Line19,Text,"(468, 456.001, 576, 468)"
3,topmostSubform[0].Page3[0].f3_6[0],topmostSubform[0].Page3[0].line22_multiply_line21_by_applicable_percentage,line22_multiply_line21_by_applicable_percentage,Line22 Multiply Line21 By Applicable Percentage,Text,"(468, 432, 576, 443.999)"
3,topmostSubform[0].Page3[0].f3_7[0],topmostSubform[0].Page3[0].line23_incremental_cost_of_vehicle,line23_incremental_cost_of_vehicle,Line23 Incremental Cost Of Vehicle,Text,"(468, 408.002, 576, 420.001)"
3,topmostSubform[0].Page3[0].f3_8[0],topmostSubform[0].Page3[0].line24_smaller_of_line22_or_line23,line24_smaller_of_line22_or_line23,Line24 Smaller Of Line22 Or Line23,Text,"(468, 384.001, 576, 396)"
3,topmostSubform[0].Page3[0].f3_9[0],topmostSubform[0].Page3[0].line25_maximum_credit,line25_maximum_credit,Line25 Maximum Credit,Text,"(468, 354.002, 576, 366.001)"
3,topmostSubform[0].Page3[0].f3_10[0],topmostSubform[0].Page3[0].line26_smaller_of_line24_or_line25,line26_smaller_of_line24_or_line25,Line26 Smaller Of Line24 Or Line25,Text,"(468, 324, 576, 335.999)"
