page,old_full_name,new_full_name,new_leaf_name,tooltip_label,type,rect
1,topmostSubform[0].Page1[0].MarriedSeparate[0].c1_1[0],topmostSubform[0].Page1[0].MarriedSeparate[0].part1_box8_mfs_65_or_older_lived_apart_all_year,part1_box8_mfs_65_or_older_lived_apart_all_year,Part1 Box8 Mfs 65 Or Older Lived Apart All Year,CheckBox,"(550.4, 313.969, 558.4, 321.969)"
1,topmostSubform[0].Page1[0].MarriedSeparate[0].c1_1[1],topmostSubform[0].Page1[0].MarriedSeparate[0].part1_box9_mfs_under_65_disabled_lived_apart_all_year,part1_box9_mfs_under_65_disabled_lived_apart_all_year,Part1 Box9 Mfs Under 65 Disabled Lived Apart All Year,CheckBox,"(550.4, 277.969, 558.4, 285.969)"
2,topmostSubform[0].Page2[0].f2_1[0],topmostSubform[0].Page2[0].line10_amount_based_on_filing_status_box,line10_amount_based_on_filing_status_box,Line10 Amount Based On Filing Status Box,Text,"(504, 695.97, 576, 707.969)"
2,topmostSubform[0].Page2[0].f2_2[0],topmostSubform[0].Page2[0].line11_disability_income,line11_disability_income,Line11 Disability Income,Text,"(504, 575.968, 576, 587.967)"
2,topmostSubform[0].Page2[0].f2_3[0],topmostSubform[0].Page2[0].line12_smaller_of_line10_or_line11,line12_smaller_of_line10_or_line11,Line12 Smaller Of Line10 Or Line11,Text,"(504, 491.969, 576, 503.968)"
2,topmostSubform[0].Page2[0].f2_4[0],topmostSubform[0].Page2[0].line13a_nontaxable_social_security_and_railroad_benefits,line13a_nontaxable_social_security_and_railroad_benefits,Line13a Nontaxable Social Security And Railroad Benefits,Text,"(410.4, 443.97, 481.65, 455.969)"
2,topmostSubform[0].Page2[0].f2_5[0],topmostSubform[0].Page2[0].line13b_other_nontaxable_pensions_annuities_disability,line13b_other_nontaxable_pensions_annuities_disability,Line13b Other Nontaxable Pensions Annuities Disability,Text,"(410.4, 407.97, 481.65, 419.969)"
2,topmostSubform[0].Page2[0].f2_6[0],topmostSubform[0].Page2[0].line13c_add_lines_13a_and_13b,line13c_add_lines_13a_and_13b,Line13c Add Lines 13a And 13b,Text,"(410.4, 359.968, 481.65, 371.967)"
2,topmostSubform[0].Page2[0].f2_7[0],topmostSubform[0].Page2[0].line14_adjusted_gross_income_form1040_line11,line14_adjusted_gross_income_form1040_line11,Line14 Adjusted Gross Income Form1040 Line11,Text,"(316.8, 335.97, 388.05, 347.969)"
2,topmostSubform[0].Page2[0].f2_8[0],topmostSubform[0].Page2[0].line15_agi_threshold_based_on_box,line15_agi_threshold_based_on_box,Line15 Agi Threshold Based On Box,Text,"(316.8, 299.97, 388.05, 311.969)"
2,topmostSubform[0].Page2[0].f2_9[0],topmostSubform[0].Page2[0].line16_subtract_line15_from_line14,line16_subtract_line15_from_line14,Line16 Subtract Line15 From Line14,Text,"(316.8, 263.97, 388.05, 275.969)"
2,topmostSubform[0].Page2[0].f2_10[0],topmostSubform[0].Page2[0].line17_one_half_of_line16,line17_one_half_of_line16,Line17 One Half Of Line16,Text,"(410.4, 251.968, 481.65, 263.967)"
2,topmostSubform[0].Page2[0].f2_11[0],topmostSubform[0].Page2[0].line18_add_lines_13c_and_17,line18_add_lines_13c_and_17,Line18 Add Lines 13c And 17,Text,"(504, 239.969, 576, 251.968)"
2,topmostSubform[0].Page2[0].f2_12[0],topmostSubform[0].Page2[0].line19_subtract_line18_from_line12,line19_subtract_line18_from_line12,Line19 Subtract Line18 From Line12,Text,"(504, 215.968, 576, 227.967)"
2,topmostSubform[0].Page2[0].f2_13[0],topmostSubform[0].Page2[0].line20_multiply_line19_by_15_percent,line20_multiply_line19_by_15_percent,Line20 Multiply Line19 By 15 Percent,Text,"(504, 203.969, 576, 215.968)"
2,topmostSubform[0].Page2[0].f2_14[0],topmostSubform[0].Page2[0].line21_credit_limit_worksheet_amount,line21_credit_limit_worksheet_amount,Line21 Credit Limit Worksheet Amount,Text,"(504, 191.97, 576, 203.969)"
2,topmostSubform[0].Page2[0].f2_15[0],topmostSubform[0].Page2[0].line22_credit_for_elderly_or_disabled,line22_credit_for_elderly_or_disabled,Line22 Credit For Elderly Or Disabled,Text,"(504, 167.969, 576, 179.968)"
